,Variable,Nivel,Coefficient,PValue
0,Intercept,,3.666760415166548,0.0
1,COLE_COD_MCPIO_UBICACION,5042,-0.01789724898946235,0.48799181480758114
2,COLE_COD_MCPIO_UBICACION,5045,0.025854584930422232,0.002611797040150066
3,COLE_COD_MCPIO_UBICACION,5079,-0.06704383753895331,0.0004426828633907331
4,COLE_COD_MCPIO_UBICACION,5088,-0.03465208365662854,1.661565216144053e-34
5,COLE_COD_MCPIO_UBICACION,5101,-0.09067223481430164,0.0005825310097685608
6,COLE_COD_MCPIO_UBICACION,5129,0.11216432494717274,1.459552090367043e-24
7,COLE_COD_MCPIO_UBICACION,5148,0.026347018526538615,0.39704020205479784
8,COLE_COD_MCPIO_UBICACION,5154,0.07344947692321563,3.4276379066535497e-10
9,COLE_COD_MCPIO_UBICACION,5172,-0.09454308995932437,2.7813860787172467e-09
10,COLE_COD_MCPIO_UBICACION,5212,-0.0053737017205579985,0.5040151103032561
11,COLE_COD_MCPIO_UBICACION,5237,-0.0648816594790771,0.0007226832591502459
12,COLE_COD_MCPIO_UBICACION,5250,-0.16123502716242585,3.1161473525425024e-14
13,COLE_COD_MCPIO_UBICACION,5264,0.005562629029048116,0.8080756380304737
14,COLE_COD_MCPIO_UBICACION,5266,-0.005577918384883455,0.07519793834975792
15,COLE_COD_MCPIO_UBICACION,5308,0.09488346142358957,1.0260791214955528e-22
16,COLE_COD_MCPIO_UBICACION,5318,-0.011252080441456175,0.6260356313888664
17,COLE_COD_MCPIO_UBICACION,5360,-0.03164042870546579,8.325066623697345e-12
18,COLE_COD_MCPIO_UBICACION,5376,0.017966561206843118,0.10916656418037639
19,COLE_COD_MCPIO_UBICACION,5380,-0.021977549600896887,1.6322279466200668e-06
20,COLE_COD_MCPIO_UBICACION,5400,-0.010280365366987797,0.6259037052343465
21,COLE_COD_MCPIO_UBICACION,5440,0.04101564670155649,5.301418351989527e-05
22,COLE_COD_MCPIO_UBICACION,5579,-0.07791605213291036,0.0004931020126359773
23,COLE_COD_MCPIO_UBICACION,5607,0.042868645618059295,6.783782456101793e-06
24,COLE_COD_MCPIO_UBICACION,5615,0.0031023978848157214,0.5835291155465225
25,COLE_COD_MCPIO_UBICACION,5631,0.025012438954441347,9.881711606141505e-05
26,COLE_COD_MCPIO_UBICACION,5686,-0.02594504872763237,0.015991380403352823
27,COLE_COD_MCPIO_UBICACION,5697,-0.08882255912629362,4.2662963454330906e-18
28,COLE_COD_MCPIO_UBICACION,5736,-0.2375711525479108,6.253143936714634e-16
29,COLE_COD_MCPIO_UBICACION,5837,-0.1329447268605052,2.754598004351206e-68
30,COLE_COD_MCPIO_UBICACION,5887,-0.09728148060789953,9.985286942755835e-13
31,COLE_COD_MCPIO_UBICACION,5895,-0.16363871620273182,0.00237688655008165
32,COLE_COD_MCPIO_UBICACION,8001,-0.0361231297675382,3.4195935847934e-80
33,COLE_COD_MCPIO_UBICACION,8296,-0.030997723610354612,0.007622422541776834
34,COLE_COD_MCPIO_UBICACION,8433,0.04673851894832368,4.97238409828672e-21
35,COLE_COD_MCPIO_UBICACION,8573,0.016197365418324887,3.019133458480092e-05
36,COLE_COD_MCPIO_UBICACION,8634,-0.05562823648882954,0.027816659120987002
37,COLE_COD_MCPIO_UBICACION,8638,-0.07142422621200185,1.512671256554758e-17
38,COLE_COD_MCPIO_UBICACION,8758,-0.0031139744619281327,0.20565418426120713
39,COLE_COD_MCPIO_UBICACION,11001,0.009571452051762274,3.1455310517113523e-12
40,COLE_COD_MCPIO_UBICACION,13001,-0.005776852084966194,0.0031255840348963686
41,COLE_COD_MCPIO_UBICACION,13052,0.035389333155588856,0.00016958018981181894
42,COLE_COD_MCPIO_UBICACION,13244,-0.011661670978253175,0.24411554517314413
43,COLE_COD_MCPIO_UBICACION,13430,0.06975121553547738,1.3867975190756352e-21
44,COLE_COD_MCPIO_UBICACION,13468,0.03138420412051559,0.040430220455373936
45,COLE_COD_MCPIO_UBICACION,13836,-0.007250670433388299,0.2298138808089557
46,COLE_COD_MCPIO_UBICACION,15001,0.016429628370610388,3.594240843312569e-06
47,COLE_COD_MCPIO_UBICACION,15176,0.029372981696136908,1.7545660848300272e-05
48,COLE_COD_MCPIO_UBICACION,15204,0.06835728725193854,0.0006340142260383489
49,COLE_COD_MCPIO_UBICACION,15238,0.051176879840832606,5.5105303162286485e-36
50,COLE_COD_MCPIO_UBICACION,15299,0.12097415890269043,0.0731009607086579
51,COLE_COD_MCPIO_UBICACION,15322,-0.026924973150040114,0.6015540385496515
52,COLE_COD_MCPIO_UBICACION,15407,0.06794304537820124,0.00019971225404052866
53,COLE_COD_MCPIO_UBICACION,15455,-0.0117956104931718,0.7854388609498282
54,COLE_COD_MCPIO_UBICACION,15469,-0.025799463206453956,0.36742728830156735
55,COLE_COD_MCPIO_UBICACION,15491,0.08299835855978792,1.168965820239076e-09
56,COLE_COD_MCPIO_UBICACION,15500,0.04076407309195442,0.1442302262251676
57,COLE_COD_MCPIO_UBICACION,15516,0.15873605158290346,1.3164132284687822e-66
58,COLE_COD_MCPIO_UBICACION,15572,0.07961653379402531,2.1611366513245416e-09
59,COLE_COD_MCPIO_UBICACION,15599,0.07528143733659536,0.1442777809100918
60,COLE_COD_MCPIO_UBICACION,15632,0.07448333411646132,0.0015160432699419292
61,COLE_COD_MCPIO_UBICACION,15638,-0.04492750077656732,0.4767741998271793
62,COLE_COD_MCPIO_UBICACION,15646,0.19697868103867722,8.273031253944818e-22
63,COLE_COD_MCPIO_UBICACION,15686,-0.12426371172160824,0.009245272531583533
