,Variable,Nivel,Coefficient,PValue
0,Intercept,,3.720435339176982,0.0
1,COLE_COD_MCPIO_UBICACION,5042,-0.0376475423668851,0.178972090792838
2,COLE_COD_MCPIO_UBICACION,5045,0.021521704408253812,0.020982215173823367
3,COLE_COD_MCPIO_UBICACION,5079,-0.07517867356277524,0.00028423468312224694
4,COLE_COD_MCPIO_UBICACION,5088,-0.04395646152328955,1.7382141031378744e-46
5,COLE_COD_MCPIO_UBICACION,5101,-0.07396888431544622,0.00973770878942949
6,COLE_COD_MCPIO_UBICACION,5129,0.09113180154000967,1.9014526803706288e-14
7,COLE_COD_MCPIO_UBICACION,5148,-0.006968933124913105,0.8364998700590243
8,COLE_COD_MCPIO_UBICACION,5154,-0.010031225993179566,0.4295801106149004
9,COLE_COD_MCPIO_UBICACION,5172,-0.1387015915587503,9.482134255130044e-16
10,COLE_COD_MCPIO_UBICACION,5212,0.005747373183949176,0.510302310801964
11,COLE_COD_MCPIO_UBICACION,5237,-0.053924303827151326,0.009637232095260455
12,COLE_COD_MCPIO_UBICACION,5250,-0.13045422018830213,1.5136800166123117e-08
13,COLE_COD_MCPIO_UBICACION,5264,0.025852266119261502,0.2983352088737194
14,COLE_COD_MCPIO_UBICACION,5266,0.022677722297700455,2.6661468208856448e-11
15,COLE_COD_MCPIO_UBICACION,5308,0.09373674473392286,4.349382697578135e-19
16,COLE_COD_MCPIO_UBICACION,5318,-0.000965547353826552,0.9692703435129745
17,COLE_COD_MCPIO_UBICACION,5360,-0.023112280751514985,4.262547127329347e-06
18,COLE_COD_MCPIO_UBICACION,5376,0.0037623712803028977,0.7572874056711155
19,COLE_COD_MCPIO_UBICACION,5380,0.0012255218858330413,0.8054561588953298
20,COLE_COD_MCPIO_UBICACION,5400,-0.024773969582307313,0.27913109036061046
21,COLE_COD_MCPIO_UBICACION,5440,0.05067790112102933,4.209182968416141e-06
22,COLE_COD_MCPIO_UBICACION,5579,-0.10301166488766075,2.196169442900735e-05
23,COLE_COD_MCPIO_UBICACION,5607,0.04464975992054789,1.573097778912556e-05
24,COLE_COD_MCPIO_UBICACION,5615,0.017196413700849976,0.0051180300163209645
25,COLE_COD_MCPIO_UBICACION,5631,0.035246705516846,4.3166614324807645e-07
26,COLE_COD_MCPIO_UBICACION,5686,-0.007339230959294697,0.5301271129528067
27,COLE_COD_MCPIO_UBICACION,5697,-0.07460714531288835,1.9442712532181033e-11
28,COLE_COD_MCPIO_UBICACION,5736,-0.20986742877154388,4.729601117668084e-11
29,COLE_COD_MCPIO_UBICACION,5837,-0.1290713599010978,5.378753190596336e-55
30,COLE_COD_MCPIO_UBICACION,5887,-0.1461874068594498,5.542630173540006e-23
31,COLE_COD_MCPIO_UBICACION,5895,-0.22708262246973326,0.00010250936279252695
32,COLE_COD_MCPIO_UBICACION,8001,-0.027710971670075815,5.798247589628999e-41
33,COLE_COD_MCPIO_UBICACION,8296,-0.04152654604176557,0.0009906666990811286
34,COLE_COD_MCPIO_UBICACION,8433,-0.006993275548124228,0.19458779521394165
35,COLE_COD_MCPIO_UBICACION,8573,0.03660064973955801,3.800203586500788e-18
36,COLE_COD_MCPIO_UBICACION,8634,-0.05123790444037596,0.06194798947006712
37,COLE_COD_MCPIO_UBICACION,8638,-0.02962543203211765,0.001121603803492661
38,COLE_COD_MCPIO_UBICACION,8758,-0.017944723886526216,1.8337610187212177e-11
39,COLE_COD_MCPIO_UBICACION,11001,-0.006984874363871325,2.7772313030615602e-06
40,COLE_COD_MCPIO_UBICACION,13001,-0.017737333567515657,6.350501346238471e-17
41,COLE_COD_MCPIO_UBICACION,13052,-0.01008916574909225,0.32332087708861623
42,COLE_COD_MCPIO_UBICACION,13244,-0.05984456191714638,3.662260474943661e-08
43,COLE_COD_MCPIO_UBICACION,13430,0.06610030202485888,7.98656930490071e-17
44,COLE_COD_MCPIO_UBICACION,13468,0.0019031961966237047,0.9088510054795226
45,COLE_COD_MCPIO_UBICACION,13836,-0.02727085353189407,3.171441510025612e-05
46,COLE_COD_MCPIO_UBICACION,15001,-0.020226396124559367,1.4795929899752408e-07
47,COLE_COD_MCPIO_UBICACION,15176,0.024136232344733288,0.001151605184052784
48,COLE_COD_MCPIO_UBICACION,15204,0.07767603596909489,0.0003480416880758305
49,COLE_COD_MCPIO_UBICACION,15238,-0.0027960724599064243,0.5284129455442581
50,COLE_COD_MCPIO_UBICACION,15299,-0.016991990285604386,0.8166101888159529
51,COLE_COD_MCPIO_UBICACION,15322,-0.1489131831970741,0.007802842695511458
52,COLE_COD_MCPIO_UBICACION,15407,0.1405381509504338,1.3667887094272037e-12
53,COLE_COD_MCPIO_UBICACION,15455,-0.04149274819445851,0.37765906976688113
54,COLE_COD_MCPIO_UBICACION,15469,0.02090381983207008,0.5010992069769306
55,COLE_COD_MCPIO_UBICACION,15491,0.050616548352844605,0.0006298556049628858
56,COLE_COD_MCPIO_UBICACION,15500,-0.004459044610757973,0.8830143551980331
57,COLE_COD_MCPIO_UBICACION,15516,0.09862646164511531,5.641575033988618e-23
58,COLE_COD_MCPIO_UBICACION,15572,0.1025611748112468,1.2224435797633263e-12
59,COLE_COD_MCPIO_UBICACION,15599,0.03846065784639558,0.4919693129419327
60,COLE_COD_MCPIO_UBICACION,15632,0.08154553435461404,0.001379770435981997
61,COLE_COD_MCPIO_UBICACION,15638,-0.03077436731426086,0.6534459244241149
62,COLE_COD_MCPIO_UBICACION,15646,0.32809966111656985,4.487328105802575e-49
63,COLE_COD_MCPIO_UBICACION,15686,-0.1365852081938236,0.008398289784516403
