,Variable,Nivel,Coefficient,PValue
0,Intercept,,5.3173039822909205,0.0
1,COLE_COD_MCPIO_UBICACION,5042,-0.025222363294150178,0.26788270120908714
2,COLE_COD_MCPIO_UBICACION,5045,0.032323536198873994,1.989474151729262e-05
3,COLE_COD_MCPIO_UBICACION,5079,-0.05333530805881115,0.0015329976568949615
4,COLE_COD_MCPIO_UBICACION,5088,-0.03150834460076405,1.4810146075736795e-36
5,COLE_COD_MCPIO_UBICACION,5101,-0.055328058687912095,0.017344254942922948
6,COLE_COD_MCPIO_UBICACION,5129,0.09515231990494825,7.733123431353598e-23
7,COLE_COD_MCPIO_UBICACION,5148,0.008481437429585568,0.757271382410195
8,COLE_COD_MCPIO_UBICACION,5154,0.052011379023247234,4.660646866826557e-07
9,COLE_COD_MCPIO_UBICACION,5172,-0.08546589737916821,1.1196877044519849e-09
10,COLE_COD_MCPIO_UBICACION,5212,-0.006866309327977263,0.33310839323556274
11,COLE_COD_MCPIO_UBICACION,5237,-0.04501385613431522,0.007837168312339434
12,COLE_COD_MCPIO_UBICACION,5250,-0.14124836775551813,4.6621267474661217e-14
13,COLE_COD_MCPIO_UBICACION,5264,0.005814599169959275,0.7734673091376001
14,COLE_COD_MCPIO_UBICACION,5266,-0.006765498444824553,0.014427117907399385
15,COLE_COD_MCPIO_UBICACION,5308,0.08918726579487843,1.4268066962086209e-25
16,COLE_COD_MCPIO_UBICACION,5318,-0.011621712389415204,0.5682835806698809
17,COLE_COD_MCPIO_UBICACION,5360,-0.032587745673248604,1.4903981972794097e-15
18,COLE_COD_MCPIO_UBICACION,5376,0.008168175088584612,0.4090191720849399
19,COLE_COD_MCPIO_UBICACION,5380,-0.01833343765779886,5.79276201338786e-06
20,COLE_COD_MCPIO_UBICACION,5400,-0.007143268112191753,0.7009762995065674
21,COLE_COD_MCPIO_UBICACION,5440,0.04001513336562764,7.81235794628243e-06
22,COLE_COD_MCPIO_UBICACION,5579,-0.05109430405863366,0.009588338387532213
23,COLE_COD_MCPIO_UBICACION,5607,0.033689819067824915,6.08753697326606e-05
24,COLE_COD_MCPIO_UBICACION,5615,-0.0006044565064437136,0.9036200136295105
25,COLE_COD_MCPIO_UBICACION,5631,0.018072189152505632,0.0014272864056809028
26,COLE_COD_MCPIO_UBICACION,5686,-0.021157308392161997,0.02594247970849944
27,COLE_COD_MCPIO_UBICACION,5697,-0.08990287296171787,2.531087223245834e-23
28,COLE_COD_MCPIO_UBICACION,5736,-0.17752149939435025,7.480062748721362e-12
29,COLE_COD_MCPIO_UBICACION,5837,-0.10205490157358066,3.6877622636580684e-52
30,COLE_COD_MCPIO_UBICACION,5887,-0.08852668429644908,1.8937723931271604e-13
31,COLE_COD_MCPIO_UBICACION,5895,-0.1189348155454237,0.012293332479120015
32,COLE_COD_MCPIO_UBICACION,8001,-0.04456293167566566,6.551087624164531e-155
33,COLE_COD_MCPIO_UBICACION,8296,-0.03773749016485808,0.00023085777370847538
34,COLE_COD_MCPIO_UBICACION,8433,0.016214670165241942,0.00021487118977153998
35,COLE_COD_MCPIO_UBICACION,8573,-0.000695160342010747,0.8391473378712685
36,COLE_COD_MCPIO_UBICACION,8634,-0.06698196086799289,0.0026749830307790747
37,COLE_COD_MCPIO_UBICACION,8638,-0.06141420175837821,9.495754798925838e-17
38,COLE_COD_MCPIO_UBICACION,8758,-0.01958231207139157,1.848634210737009e-19
39,COLE_COD_MCPIO_UBICACION,11001,-0.002896691706810196,0.016770804497235642
40,COLE_COD_MCPIO_UBICACION,13001,-0.014135332102118923,2.468773256161607e-16
41,COLE_COD_MCPIO_UBICACION,13052,0.01934191846892367,0.01980924404448098
42,COLE_COD_MCPIO_UBICACION,13244,-0.023178418412726585,0.008680240653704336
43,COLE_COD_MCPIO_UBICACION,13430,0.05898496445563701,5.77270940663078e-20
44,COLE_COD_MCPIO_UBICACION,13468,0.022563926552694215,0.09486642347437889
45,COLE_COD_MCPIO_UBICACION,13836,-0.014903631507189175,0.005139941570030328
46,COLE_COD_MCPIO_UBICACION,15001,0.0028646426402432917,0.35973463727695465
47,COLE_COD_MCPIO_UBICACION,15176,0.018061822492419305,0.0027596504631975686
48,COLE_COD_MCPIO_UBICACION,15204,0.06077940837610381,0.0005735554143263575
49,COLE_COD_MCPIO_UBICACION,15238,0.039007371658685036,2.7127349099547976e-27
50,COLE_COD_MCPIO_UBICACION,15299,0.07484770431274299,0.20874474235870377
51,COLE_COD_MCPIO_UBICACION,15322,-0.08708596875241396,0.055546655543018436
52,COLE_COD_MCPIO_UBICACION,15407,0.0753178644391142,2.953303697694489e-06
53,COLE_COD_MCPIO_UBICACION,15455,-0.042818474137381095,0.26259007356288233
54,COLE_COD_MCPIO_UBICACION,15469,-0.02078129773806528,0.4105036833984721
55,COLE_COD_MCPIO_UBICACION,15491,0.07909603387733864,4.925199760456297e-11
56,COLE_COD_MCPIO_UBICACION,15500,0.028950107727346817,0.23975270009905442
57,COLE_COD_MCPIO_UBICACION,15516,0.13127834507834685,9.040367093004325e-59
58,COLE_COD_MCPIO_UBICACION,15572,0.07180105677033556,9.418964212010452e-10
59,COLE_COD_MCPIO_UBICACION,15599,0.08848776544594061,0.05171436880466905
60,COLE_COD_MCPIO_UBICACION,15632,0.062429593597791905,0.002581987134586579
61,COLE_COD_MCPIO_UBICACION,15638,-0.011665705752152417,0.8341102530792991
62,COLE_COD_MCPIO_UBICACION,15646,0.21745721893961678,3.1689904622242964e-33
63,COLE_COD_MCPIO_UBICACION,15686,-0.07940534352812888,0.05936255505595298
